npi,nppes_provider_last_org_name,nppes_provider_first_name,nppes_provider_city,nppes_provider_state,specialty_description,description_flag,drug_name,generic_name,bene_count,total_claim_count,total_30_day_fill_count,total_day_supply,total_drug_cost,bene_count_ge65,bene_count_ge65_suppress_flag,total_claim_count_ge65,ge65_suppress_flag,total_30_day_fill_count_ge65,total_day_supply_ge65,total_drug_cost_ge65,years_of_exp
-1592227605,HERNANDEZ,ADAN,HOLLYWOOD,FL,Family Practice,S,LANTUS SOLOSTAR,"INSULIN GLARGINE,HUM.REC.ANLOG",,36,61.6,1833,24997.53,,*,36,,61.6,1833,24997.53,45
-2086102305,LEICHMAN,JOSHUA,SALEM,OR,Clinical Cardiatric Electrophysiology,S,ZOLPIDEM TARTRATE,ZOLPIDEM TARTRATE,,15,15,450,43,,*,15,,15,450,43,31
-1935295499,ZHURAVSKY,ELLEN,BROOKLYN,NY,Physician Assistant,S,QUINAPRIL HCL,QUINAPRIL HCL,,28,28,840,173.67,,*,28,,28,840,173.67,45
2056438748,RABBANI,KAMRAN,ENCINO,CA,Internal Medicine,S,MECLIZINE HCL,MECLIZINE HCL,,15,15.4,453,204.14,,*,15,,15.4,453,204.14,49
-1925213635,FORD-SCALES,KRISTI,LANDRUM,SC,Family Practice,S,MELOXICAM,MELOXICAM,33,85,155,4610,508.87,,#,67,,123,3650,441.1,33
-1682038706,SIMON,GREGORY,SEATTLE,WA,Psychiatry,S,VALPROIC ACID,VALPROIC ACID,,12,12,347,362.65,0,,0,,0,0,0,39
2026053884,PAGAN,ELVIS,ROANOKE,VA,Internal Medicine,S,PIROXICAM,PIROXICAM,,17,17,510,943.04,0,,0,,0,0,0,35
-1571696350,SAHASRANAM,PREM,HANFORD,CA,Internal Medicine,S,IBUPROFEN,IBUPROFEN,,11,11,310,65.82,,*,,*,,,,54
-1824490309,STREIT,STEVEN,HOWELL,NJ,Internal Medicine,S,DOXYCYCLINE HYCLATE,DOXYCYCLINE HYCLATE,24,80,94,2755,12200.85,,#,59,,73,2128,8216.21,42
-1490886999,SWINK,REBEKAH,ELIZABETHTON,TN,Family Practice,S,GEMFIBROZIL,GEMFIBROZIL,13,64,102,3030,1168.36,,*,42,,72,2160,726.43,34
-1622197412,O'REILLY FLORES,DAPHNE,LEVELLAND,TX,Internal Medicine,S,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,41,201,242,7108,4259.65,,#,187,,226,6628,4108.16,36
-1693261552,CYR,DAVID,PORTSMOUTH,VA,Emergency Medicine,S,BUPROPION XL,BUPROPION HCL,13,75,87,2541,2029.13,,#,56,,68,1971,1500.53,31
-2066528454,HARROW,AMANDA,NATICK,MA,Nurse Practitioner,S,BUSPIRONE HCL,BUSPIRONE HCL,,16,22,660,1142.57,,*,,*,,,,38
-1420039827,WEATHERS,SHANNON,LAUREL,MS,Nurse Practitioner,S,ALLOPURINOL,ALLOPURINOL,,26,32,960,237.73,,#,,#,,,,48
-1440599017,SIEMER,DEANNA,JACKSON,MO,Family Practice,S,SAVELLA,MILNACIPRAN HCL,,12,12,360,5042.16,,*,12,,12,360,5042.16,34
-1541294095,MCNEELY,ERIN,LEBANON,NH,Internal Medicine,S,AMITRIPTYLINE HCL,AMITRIPTYLINE HCL,,27,36,898,502.16,,*,16,,18,373,133.69,47
-1753762183,NAYAK,CHANDAN,OAKBROOK TERRACE,IL,Psychiatry,S,DOXEPIN HCL,DOXEPIN HCL,,15,28,840,410.67,,*,,*,,,,32
-1905263262,NGUYEN,TIN,FONTANA,CA,Internal Medicine,S,PRAVASTATIN SODIUM,PRAVASTATIN SODIUM,11,26,80,2400,1183.62,11,,26,,80,2400,1183.62,38
-1349432128,IV,ANNA,ST AUGUSTINE,FL,Physician Assistant,S,FLUOXETINE HCL,FLUOXETINE HCL,,18,50,1500,489.61,,#,,#,,,,44
-1652681154,DEVINE,SARAH,HARLAN,IA,Internal Medicine,S,QUETIAPINE FUMARATE,QUETIAPINE FUMARATE,,24,28,776,652.91,,#,,#,,,,48
-1804111571,DHALIWAL,JASMINE,CHICAGO,IL,Internal Medicine,S,METOPROLOL TARTRATE,METOPROLOL TARTRATE,11,22,51.3,1540,180.6,,#,,#,,,,46
2016986103,MULIA,ANTONIUS,SEATTLE,WA,Internal Medicine,S,QUETIAPINE FUMARATE,QUETIAPINE FUMARATE,,13,13,364,354.91,0,,0,,0,0,0,40
-1319347727,BUCHER,RICK,OXFORD,OH,Family Practice,S,RALOXIFENE HCL,RALOXIFENE HCL,,38,84,2520,8826.47,,*,38,,84,2520,8826.47,50
2086607017,FANELLI,ELAINE,PHILADELPHIA,PA,Nurse Practitioner,S,PRADAXA,DABIGATRAN ETEXILATE MESYLATE,,12,12,360,4211.11,,*,12,,12,360,4211.11,40
-2046760515,LEV-WEISSBERG,ANDREY,PARK RIDGE,IL,Internal Medicine,S,VALSARTAN-HYDROCHLOROTHIAZIDE,VALSARTAN/HYDROCHLOROTHIAZIDE,,17,27,810,270.49,,*,17,,27,810,270.49,41
-1965948357,GRIEVESON,JOHN,LOWELL,MA,Family Practice,S,VENLAFAXINE HCL ER,VENLAFAXINE HCL,,17,21,624,460.3,0,,0,,0,0,0,35
-1985015211,WRIGHT,ASTEL,FORT LAUDERDALE,FL,Internal Medicine,S,CLOPIDOGREL,CLOPIDOGREL BISULFATE,37,165,289,8670,1561.97,21,,90,,152,4560,884.68,44
-1884101716,MUCHNIK,NECHAMA,BROOKLYN,NY,Podiatry,S,CICLOPIROX,CICLOPIROX,59,228,229.3,6528,19042.17,,#,,#,,,,47
2107822851,SWEET-FRIEND,ELIZABETH,FAIRFIELD,IL,Family Practice,S,NAMENDA XR,MEMANTINE HCL,,22,22,616,7576.55,,*,22,,22,616,7576.55,47
-1521432106,OHRI,VIPIN,WARSAW,NY,General Practice,S,JANUVIA,SITAGLIPTIN PHOSPHATE,,33,46,1380,16785.47,,#,,#,,,,32
-1965938655,SIMON,ARNOLD,PALM SPRINGS,FL,Internal Medicine,S,ALFUZOSIN HCL ER,ALFUZOSIN HCL,,19,31,904,706.53,,*,19,,31,904,706.53,39
-1985026332,RICHARD,JEANNE,WELLESLEY,MA,Internal Medicine,S,SYNTHROID,LEVOTHYROXINE SODIUM,,22,38,1140,1071.78,,*,,*,,,,31
2107988180,CULLEN,DENNIS,OXON HILL,MD,Internal Medicine,S,DICLOFENAC SODIUM,DICLOFENAC SODIUM,,17,27,777,2897.3,,*,17,,27,777,2897.3,45
-1844479992,MACKAY,DONALD,EUGENE,OR,Family Practice,S,HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,34,148,150.6,2845,2703.66,,#,131,,132.7,2627,2465.53,32
-2056732833,YAP,FRANCES,WICHITA FALLS,TX,Internal Medicine,S,BENICAR HCT,OLMESARTAN/HYDROCHLOROTHIAZIDE,11,42,101,3030,20024.88,11,,42,,101,3030,20024.88,46
-1844694055,IMPERIO,JOSHUA,RANCHO MIRAGE,CA,Internal Medicine,S,ESCITALOPRAM OXALATE,ESCITALOPRAM OXALATE,12,41,77,2310,1369.28,12,,41,,77,2310,1369.28,30
-1945714489,GREGORY,JO ANNE,LAKE VILLAGE,AR,Family Practice,S,PROPRANOLOL HCL,PROPRANOLOL HCL,,44,74,2220,1406.3,,*,26,,50,1500,1102.73,38
-1349588553,LAND,PHILLIP,LEXINGTON,NC,Physician Assistant,S,HYDROMORPHONE HCL,HYDROMORPHONE HCL,,18,18,504,184.13,0,,0,,0,0,0,36
-2127338580,EICHENSEHER,JOSEPH,MADISON,WI,Family Practice,S,METFORMIN HCL,METFORMIN HCL,,24,30,849,132.38,,*,,*,,,,51
-1682777930,JANICKI,MARCUS,TAMPA,FL,Family Practice,S,PIOGLITAZONE HCL,PIOGLITAZONE HCL,,14,14,405,221.28,,*,14,,14,405,221.28,51
-1319458483,BURCIU,CATALIN,MOUNT AIRY,NC,Internal Medicine,S,AZATHIOPRINE,AZATHIOPRINE,,11,11,330,159.11,0,,0,,0,0,0,46
-1632657011,SCHAFFER,LISA,PHILADELPHIA,PA,Family Practice,S,SPIRIVA,TIOTROPIUM BROMIDE,,27,29,870,9792.12,,#,,#,,,,37
-1531467584,ROBIN,SIDNEY,AUSTIN,TX,Family Practice,S,FLUTICASONE PROPIONATE,FLUTICASONE PROPIONATE,,20,28,840,238.18,,*,20,,28,840,238.18,34
-2076944749,TAJKHANJI,MOIZ,LIVE OAK,TX,Family Practice,S,CLOBETASOL PROPIONATE,CLOBETASOL PROPIONATE,,12,12,289,1663.4,,*,,*,,,,49
-1753779665,DODT,KEVEN,LAFAYETTE,IN,Family Practice,S,IPRATROPIUM-ALBUTEROL,IPRATROPIUM/ALBUTEROL SULFATE,30,170,170,1809,3905.81,30,,170,,170,1809,3905.81,34
-1591080343,SAYEED,FATIMA,CYPRESS,TX,Family Practice,S,LISINOPRIL,LISINOPRIL,30,96,218,6540,493.81,,#,78,,180,5400,435.75,51
-1975065061,SCALES,LORI,MT WASHINGTON,KY,Pediatric Medicine,S,BUMETANIDE,BUMETANIDE,13,41,67,2010,2429.03,,*,27,,45,1350,1739.69,43
-1581817863,HAN,MIE,BROOKLYN,NY,Student in an Organized Health Care Education/Training Program,T,ISOSORBIDE MONONITRATE ER,ISOSORBIDE MONONITRATE,,58,82,2444,1038.03,,*,47,,71,2114,853.52,34
-2097260614,ROSENBLUM,GARY,MINEOLA,NY,Rheumatology,S,ALENDRONATE SODIUM,ALENDRONATE SODIUM,,13,33.2,991,198.64,,#,,#,,,,39
-1379619950,RYAN,BETH,PITTSBURGH,PA,Physician Assistant,S,PANTOPRAZOLE SODIUM,PANTOPRAZOLE SODIUM,,15,15,450,132.08,,*,,*,,,,33
-1299047001,HANNAH,PAUL,GARY,IN,Psychiatry & Neurology,T,BENZTROPINE MESYLATE,BENZTROPINE MESYLATE,,15,15,450,45.05,,*,,*,,,,42
2056620034,MCLIN,LEAH,ERWIN,TN,Nurse Practitioner,S,MORPHINE SULFATE ER,MORPHINE SULFATE,,12,12,309,226.99,,*,,*,,,,54
-1410060917,RYU,HELEN,MARTINSBURG,WV,Psychiatry,S,SERTRALINE HCL,SERTRALINE HCL,11,22,22,575,103.08,,#,,#,,,,31
-1884815463,BUENAVENTURA MEDINA,VICTOR,RIVERSIDE,CA,Family Practice,S,BUTALBITAL-ACETAMINOPHEN-CAFFE,BUTALB/ACETAMINOPHEN/CAFFEINE,,34,34,495,2346,,*,34,,34,495,2346,38
-1450755996,WALDEN-FAIN,JENNIFER,LOUISVILLE,KY,Internal Medicine,S,FINASTERIDE,FINASTERIDE,,14,20,600,114.32,,*,14,,20,600,114.32,50
-1895253926,BRIGHTBILL,DIANA,MANHATTAN,KS,Internal Medicine,S,FENOFIBRATE,FENOFIBRATE NANOCRYSTALLIZED,,18,28,840,520.84,,*,,*,,,,41
-1763867228,BROWNLEE,CATHERINE,LAURENS,SC,Family Practice,S,SERTRALINE HCL,SERTRALINE HCL,20,101,161,4830,716.16,,#,65,,85,2550,418.83,47
-1339318469,POTTER,MARGARET,RALEIGH,NC,Physician Assistant,S,CLOPIDOGREL,CLOPIDOGREL BISULFATE,14,24,24,720,199.04,,#,,#,,,,49
2137516241,DE LEON,AMANDA,BEREA,OH,Nurse Practitioner,S,TRAMADOL HCL,TRAMADOL HCL,,21,21,476,173.83,,*,21,,21,476,173.83,40
-1379831545,SMIRNOV,MARINA,PARK RIDGE,IL,Psychiatry & Neurology,T,THIOTHIXENE,THIOTHIXENE,,12,12,337,2053.48,0,,0,,0,0,0,32
-1561695568,GOODROE,RANDALL,MYRTLE BEACH,SC,Cardiovascular Disease (Cardiology),S,QUINAPRIL HCL,QUINAPRIL HCL,,11,33,990,177,,*,11,,33,990,177,40
2066404896,MOHIUDDIN,ASGHAR,SOUTHFIELD,MI,Internal Medicine,S,HYDRALAZINE HCL,HYDRALAZINE HCL,,40,40.4,974,964.56,,*,40,,40.4,974,964.56,36
-2046727779,SIRSIKAR,SHRIRAM,JOHNSTOWN,PA,Internal Medicine,S,LATANOPROST,LATANOPROST,,25,25,738,355.86,,*,25,,25,738,355.86,34
-1985105006,POTTER,CRAIG,DULUTH,MN,Physician Assistant,S,VENTOLIN HFA,ALBUTEROL SULFATE,17,25,25,544,1310.85,,*,,*,,,,50
-1480629518,RYMER DE MARCHENA,INGRID,ALBUQUERQUE,NM,Internal Medicine,S,TAMSULOSIN HCL,TAMSULOSIN HCL,15,21,53,1590,844.36,15,,21,,53,1590,844.36,48
-2006012576,HAGEMANN,JASON,BETTENDORF,IA,Family Practice,S,TRAMADOL HCL,TRAMADOL HCL,47,177,217.5,5214,4102.9,,#,141,,173.5,4078,3842.52,33
-1773895410,CHEEMA,USMAN,GALESBURG,IL,Pulmonary Disease,S,NAPROXEN,NAPROXEN,,15,25,750,275,,*,15,,25,750,275,54
-1479975555,BABCHUK,GEORGE,CROWN POINT,IN,Family Practice,S,BISOPROLOL-HYDROCHLOROTHIAZIDE,BISOPROL/HYDROCHLOROTHIAZIDE,11,55,129.2,3866,831.6,,*,41,,115,3441,693.71,46
2046223632,LARRAURI RENTA,JOSE,COAMO,PR,General Practice,S,DIGOX,DIGOXIN,,15,15,450,478.59,,*,15,,15,450,478.59,41
-1581779566,SHAMSI,SANA,ROCHESTER,MI,Family Practice,S,LISINOPRIL-HYDROCHLOROTHIAZIDE,LISINOPRIL/HYDROCHLOROTHIAZIDE,24,72,193,5790,609.72,,#,,#,,,,54
-1349454997,MAROM,ERIC,COLUMBIA,SC,Internal Medicine,S,DIAZEPAM,DIAZEPAM,,42,48,1394,174.15,,*,31,,37,1064,92.86,37
-2016319071,TILLEY,RICHARD,GULFPORT,MS,Internal Medicine,S,MONTELUKAST SODIUM,MONTELUKAST SODIUM,11,52,88.2,2608,712.6,,#,,#,,,,36
2147360382,DAVIS,CHARLYCE,STROUD,OK,Internal Medicine,S,METFORMIN HCL ER,METFORMIN HCL,,20,48,1440,318.64,,#,,#,,,,34
-1319307516,SAYRES,WILLIAM,SPOKANE,WA,Family Practice,S,LISINOPRIL,LISINOPRIL,17,65,157,4681,693.91,,#,,#,,,,45
2096928130,NESSEIM,BENJAMIN,ROCKFORD,IL,Family Practice,S,METOPROLOL TARTRATE,METOPROLOL TARTRATE,62,310,644.3,19183,2009.72,,#,282,,600.1,17857,1723.06,35
-1713423892,ALBERT,DEANA,LEWISTON,ME,Nurse Practitioner,S,CARBIDOPA-LEVODOPA,CARBIDOPA/LEVODOPA,,36,36,819,770.7,,*,36,,36,819,770.7,52
-1965881754,SUBRAMANIAN,THONDIKULAM,HUDSON,FL,Neurology,S,DULOXETINE HCL,DULOXETINE HCL,28,90,179,5210,6307.91,,#,70,,131,3800,4469.99,47
-1622551033,GRAJCAR,MARK,MERIDIAN,ID,Family Practice,S,ALENDRONATE SODIUM,ALENDRONATE SODIUM,,23,57.2,1710,146.25,,*,23,,57.2,1710,146.25,51
-1521372151,CHUNCHU,KAVITHA,MARYSVILLE,WA,Family Practice,S,ISOSORBIDE MONONITRATE ER,ISOSORBIDE MONONITRATE,,20,60,1800,647.05,,*,20,,60,1800,647.05,48
-1531481783,DEWEY,PAUL,MOOSE LAKE,MN,Internal Medicine,S,TAZTIA XT,DILTIAZEM HCL,,11,11,306,229.55,,*,11,,11,306,229.55,47
-1580985109,COBB,TYSON,ORANGE,CA,Interventional Cardiology,S,RAMIPRIL,RAMIPRIL,,17,45,1350,315.93,,*,17,,45,1350,315.93,44
-1541593108,GARCIA-SEAY,LETICIA,CONROE,TX,Family Practice,S,LEVOFLOXACIN,LEVOFLOXACIN,13,13,13,121,93.93,,#,,#,,,,43
-1581892938,PINCHBACK,MICHAEL,ROBBINSDALE,MN,Family Practice,S,OMEPRAZOLE,OMEPRAZOLE,13,30,30.2,715,391.28,,#,,#,,,,40
-1996130298,HOANG,MIMI,APPLE VALLEY,MN,Dentist,T,DEXAMETHASONE,DEXAMETHASONE,,13,13,71,46.54,,*,,*,,,,44
-1541534482,MATTHEWS,JONATHAN,TROPHY CLUB,TX,Internal Medicine,S,AMLODIPINE BESYLATE,AMLODIPINE BESYLATE,45,147,369,11070,1340.57,,#,,#,,,,30
-1339222207,CANERDAY,KELLY,ORLAND PARK,IL,Nurse Practitioner,S,METHYLPREDNISOLONE,METHYLPREDNISOLONE,15,15,15,89,227.75,15,,15,,15,89,227.75,34
-1521464009,RABBANI,FARHAD,BEVERLY HILLS,CA,Ophthalmology,S,VIGAMOX,MOXIFLOXACIN HCL,20,38,38,496,5733.93,,#,,#,,,,47
-1642606624,COCO,MARIA,BRONX,NY,Nephrology,S,TAMSULOSIN HCL,TAMSULOSIN HCL,11,40,74,2197,880.78,,#,,#,,,,33
2046247532,WESSEL,ALVIN,RAPID CITY,SD,Family Practice,S,NASONEX,MOMETASONE FUROATE,,14,17.5,494,5339.25,,#,,#,,,,46
-1652742609,SIDDIQUI,NAUSHIN,FLUSHING,NY,Internal Medicine,S,NAPROXEN,NAPROXEN,,13,23,690,109,,*,13,,23,690,109,36
-2006358326,CARLSON,CYNTHIA,LAKEWOOD,NY,Nurse Practitioner,S,METHYLPREDNISOLONE,METHYLPREDNISOLONE,21,22,22,131,415.01,,#,,#,,,,36
-1622509857,SHUMATE,WENDY,VISTA,CA,Internal Medicine,S,OMEPRAZOLE,OMEPRAZOLE,11,36,98,2940,815.65,11,,36,,98,2940,815.65,40
-1703125771,RUBIN,DAVID,SAN FRANCISCO,CA,Internal Medicine,S,LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,38,90,289.7,8687,3347.27,,#,,#,,,,35
-1378984138,LEBEAU,DAVID,MESA,AZ,Family Practice,S,MELOXICAM,MELOXICAM,,14,32,945,92.59,,*,14,,32,945,92.59,32
-1490034163,JOHNSON,ZELDA,RICHMOND,VA,Family Practice,S,SPIRIVA,TIOTROPIUM BROMIDE,,25,27,810,9582.08,,*,11,,13,390,4636.53,44
-1581012422,DILLEY,LYNN,BRUSH,CO,Family Practice,S,CARVEDILOL,CARVEDILOL,,17,39.5,1185,173.24,,*,17,,39.5,1185,173.24,38
-2086965118,MAPUE,RENAN,CARROLLTON,IL,Internal Medicine,S,NAPROXEN,NAPROXEN,21,47,72,2125,412.07,,#,,#,,,,45
2137128302,BOYNE,ROBERT,TYLER,TX,Neurology,S,NAMENDA XR,MEMANTINE HCL,14,64,68,2032,24461.2,14,,64,,68,2032,24461.2,50
-1753462719,MAHRLE-HENSON,APRIL,GASTONIA,NC,Nurse Practitioner,S,BACLOFEN,BACLOFEN,,24,26,780,445.28,,#,,#,,,,48
-2076011326,SMITH,THOMAS,SACRAMENTO,CA,Cardiovascular Disease (Cardiology),S,METFORMIN HCL,METFORMIN HCL,,13,13,390,42.9,,*,13,,13,390,42.9,41
-2016446591,LAWS-MOBILIO,SUSAN,CINNAMINSON,NJ,Family Practice,S,ESOMEPRAZOLE MAGNESIUM,ESOMEPRAZOLE MAGNESIUM,,31,65,1950,4849.2,,*,31,,65,1950,4849.2,41
2107988321,RATTINGER,MARK,WEST PALM BEACH,FL,Internal Medicine,S,LOSARTAN POTASSIUM,LOSARTAN POTASSIUM,25,93,209,6270,842.15,25,,93,,209,6270,842.15,41
-2046573519,ANDREWS,THOMAS,REDDING,CA,Psychiatry,S,KLOR-CON 8,POTASSIUM CHLORIDE,,12,12,168,172.92,,*,12,,12,168,172.92,46
-1743699477,ELLIOTT,MICHAEL,ROBINSON,IL,Family Practice,S,ESCITALOPRAM OXALATE,ESCITALOPRAM OXALATE,,46,58,1733,602.5,,*,46,,58,1733,602.5,36
-1975066077,LONG,THOMAS,ROXBORO,NC,Internal Medicine,S,PHENOBARBITAL,PHENOBARBITAL,,12,12,360,143.88,0,,0,,0,0,0,39
-1378986447,SHIPTON,BENJAMIN,MERCER,PA,Family Practice,S,FLUOXETINE HCL,FLUOXETINE HCL,13,56,82.1,2441,570.83,,*,34,,46,1358,373.55,50
2137147352,STANCHFIELD,JOHN,SALT LAKE CITY,UT,Internal Medicine,T,IBANDRONATE SODIUM,IBANDRONATE SODIUM,,11,11,322,647.68,,*,11,,11,322,647.68,36
-1693193687,BALLOU,BERNARD,GAINESVILLE,FL,Internal Medicine,S,ALLOPURINOL,ALLOPURINOL,,20,52,1560,311.02,,#,,#,,,,41
-1440512357,MARTINEZ,GILBERTO,FAIR OAKS,CA,Family Practice,S,QVAR,BECLOMETHASONE DIPROPIONATE,20,52,64,1907,11025.63,,#,25,,31,929,5697.35,36
-1480007673,ECHEANDIA FUSTER,RAMON,VEGA BAJA,PR,General Practice,T,PREDNISONE,PREDNISONE,16,18,18,143,61.03,,*,,*,,,,39
-1591166980,HAYES,JOHN,MILWAUKEE,WI,Internal Medicine,S,GABAPENTIN,GABAPENTIN,,20,24,708,155.04,,*,20,,24,708,155.04,37
-1895227106,WOLCOTT,JOHN,KILGORE,TX,Family Practice,S,GLIPIZIDE ER,GLIPIZIDE,,20,32,960,388.12,,*,,*,,,,37
2046510549,JONES-JENKINS,MARILYNE,HINGHAM,MA,Nurse Practitioner,S,PAROXETINE HCL,PAROXETINE HCL,,13,13,390,76.58,,*,,*,,,,49
-1975598530,OLDRE,MARIA,WEAVERVILLE,NC,Nurse Practitioner,S,AMOXICILLIN-CLAVULANATE POTASS,AMOXICILLIN/POTASSIUM CLAV,13,13,13,132,172.17,,#,,#,,,,32
-2036621720,BROWN,DAVID,MENA,AR,General Practice,S,DULOXETINE HCL,DULOXETINE HCL,,30,30.5,851,1525.94,,*,30,,30.5,851,1525.94,51
-1581012878,NAIDU,JAYARAM,ODESSA,TX,Internal Medicine,S,CARBAMAZEPINE,CARBAMAZEPINE,,23,27,810,1636.02,,#,,#,,,,50
-1652818821,LI,WILLIAM,LAFAYETTE,IN,Family Practice,S,CRESTOR,ROSUVASTATIN CALCIUM,14,139,149,2792,24050.77,,#,111,,121,2384,20455.56,46
-1470919952,ALI,ASIM,SAINT LOUIS,MO,Internal Medicine,S,CEFUROXIME,CEFUROXIME AXETIL,30,36,38,411,1578.94,,#,,#,,,,32
-1571920396,MOLINE,BRYAN,OAK PARK,IL,Internal Medicine,S,METOPROLOL SUCCINATE,METOPROLOL SUCCINATE,25,117,195,5796,3168.65,,#,,#,,,,53
-1521178170,CABRERA,ALICIA,ALTAMONTE SPRINGS,FL,Neurology,S,PYRIDOSTIGMINE BROMIDE,PYRIDOSTIGMINE BROMIDE,21,97,133,3965,7931.63,,#,,#,,,,49
-2066909894,ISMAIL,ELHAM,BRIDGETON,NJ,Internal Medicine,S,PREDNISONE,PREDNISONE,14,17,23,492,97.47,,*,,*,,,,46
-1794086559,ABRABEN,REEVE,LAKE CITY,FL,Dentist,T,AMOXICILLIN,AMOXICILLIN,39,76,76,324,105.52,28,,64,,64,248,76.91,30
2056756472,IUTZI,CASSIE,SACRAMENTO,CA,Family Practice,S,AMOXICILLIN-CLAVULANATE POTASS,AMOXICILLIN/POTASSIUM CLAV,,11,11,68,94.02,,*,,*,,,,50
-1339617357,BRADLEY,PAUL,SAVANNAH,GA,Internal Medicine,S,AMLODIPINE BESYLATE-BENAZEPRIL,AMLODIPINE BESYLATE/BENAZEPRIL,12,49,115,3450,1565.01,12,,49,,115,3450,1565.01,49
-1339582665,BERNER,SUSAN,WEST CHESTER,OH,Geriatric Medicine,S,ONDANSETRON ODT,ONDANSETRON,29,38,38,235,1078.53,29,,38,,38,235,1078.53,52
2107027177,HEPPS,DAVID,PITTSBURGH,PA,Urology,S,DESMOPRESSIN ACETATE,DESMOPRESSIN ACETATE,,28,36,1080,1131.82,,*,16,,24,720,631.39,54
-1440600048,RODRIGUEZ-LLAUGER,REYNALDO,SAN JUAN,PR,Neurology,S,MEMANTINE HCL,MEMANTINE HCL,17,86,90,2676,4480.08,17,,86,,90,2676,4480.08,34
2117168625,THOMAS,JULIE,ORCHARD PARK,NY,Family Practice,S,ALLOPURINOL,ALLOPURINOL,,31,63,1890,424.82,,*,31,,63,1890,424.82,42
2107820813,FOCKLER,CRAIG,JOHNSTOWN,PA,Family Practice,S,DESMOPRESSIN ACETATE,DESMOPRESSIN ACETATE,,16,16,301,281.83,,*,16,,16,301,281.83,41
-2026498844,MORALES,DAVID,BROWNWOOD,TX,Internal Medicine,S,MORPHINE SULFATE ER,MORPHINE SULFATE,,25,25.3,759,2539.96,,*,25,,25.3,759,2539.96,36
-1703890588,RHODEN,DIANE,NEW YORK,NY,Family Practice,S,AMMONIUM LACTATE,AMMONIUM LACTATE,,23,23,635,569.77,,#,,#,,,,35
-1460679045,MURRAY,SUSAN,PORTSMOUTH,NH,Family Practice,S,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,,19,31,930,288.68,,*,19,,31,930,288.68,39
-1975046103,STEVENS,JEWEL,CARLISLE,OH,Family Practice,S,JANTOVEN,WARFARIN SODIUM,,11,13.4,402,131.38,,*,11,,13.4,402,131.38,54
2096997771,HEMPHILL,SHANE,CARY,NC,Family Practice,S,METFORMIN HCL ER,METFORMIN HCL,16,63,132,3937,649.38,,#,,#,,,,52
2107864061,HENDLER,NEDDA,BOUNTIFUL,UT,Internal Medicine,S,OMEPRAZOLE,OMEPRAZOLE,,14,28,840,385.09,,*,14,,28,840,385.09,44
-1935242419,BINEGAR,KELLIE,COLUMBUS,OH,Nurse Practitioner,S,FLUTICASONE PROPIONATE,FLUTICASONE PROPIONATE,16,16,22.5,676,141.71,,#,,#,,,,30
2117351328,JOHNSON,ALEXANDRIA,SALEM,WV,Nurse Practitioner,S,BYSTOLIC,NEBIVOLOL HCL,,18,18.1,520,1906.23,,*,18,,18.1,520,1906.23,44
2096826623,WALLACE,SUSAN,OMAHA,NE,Nurse Practitioner,S,ALLOPURINOL,ALLOPURINOL,28,74,143,4290,1004.13,,#,,#,,,,49
-1319292277,MATKOVIC,BISERKA,BAKERSFIELD,CA,Internal Medicine,S,FLUOXETINE HCL,FLUOXETINE HCL,,43,59.2,1741,588.78,,*,43,,59.2,1741,588.78,55
-1591791619,TERRAS,MARA,DENVER,CO,Internal Medicine,S,WARFARIN SODIUM,WARFARIN SODIUM,,37,61,1806,467.58,,*,26,,50,1476,363,40
-1460811771,WONES,ROBERT,CINCINNATI,OH,Internal Medicine,S,ATENOLOL,ATENOLOL,25,130,234,7011,662.55,,#,,#,,,,33
-2127484247,DONALDSON,DEIRDRE,ALBUQUERQUE,NM,Neurology,S,PRAMIPEXOLE DIHYDROCHLORIDE,PRAMIPEXOLE DI-HCL,,24,44,1320,331.3,,*,24,,44,1320,331.3,54
2056427569,SOLIVAN ACOSTA,GILBERTO,SAN JUAN,PR,Dermatology,S,METRONIDAZOLE,METRONIDAZOLE,24,32,33,885,6723.7,,#,,#,,,,51
-1723212040,GELOW,RANDY,SCOTTSDALE,AZ,Family Practice,S,METFORMIN HCL,METFORMIN HCL,12,36,59,1770,202.25,,*,24,,35,1050,110.81,36
2036112045,HUGGINS,ARTHUR,BREVARD,NC,Emergency Medicine,S,NAPROXEN,NAPROXEN,22,22,22,128,61.49,,#,,#,,,,34
-1521378429,BODUCH,THOMAS,KINGSTON,TN,Family Practice,S,NAPROXEN,NAPROXEN,17,42,86,2535,548.05,,#,28,,70,2100,399.81,38
-1581886569,DEMORIZI,JOSE,CAROLINA,PR,Family Practice,S,METOPROLOL SUCCINATE,METOPROLOL SUCCINATE,,23,23,690,274.6,,*,23,,23,690,274.6,54
-1450750575,RAMASWAMY,GEETHA,FAYETTEVILLE,AR,Cardiovascular Disease (Cardiology),S,DILTIAZEM 24HR CD,DILTIAZEM HCL,,28,42,1234,675.18,,*,28,,42,1234,675.18,43
-1672773930,HOEY,KATHLEEN,ROCKAWAY,NJ,Family Practice,S,RANITIDINE HCL,RANITIDINE HCL,,26,26,780,288.53,,*,26,,26,780,288.53,47
